id,code,description,name
biol-418,BIOL 418,"Ecological adaptation and evolutionary processes in contemporary populations; natural selection, variation, optimization, foraging theory, coevolution, arms races; life history theory, evolution of sex, sexual selection, evolution in managed populations. [2-2-0] Prerequisite: BIOL 336 and BIOL 230.",Evolutionary Ecology
biol-420,BIOL 420,"An interdisciplinary conservation course with a solutions-oriented approach to marine issues, drawing from natural sciences, social sciences, business, law, and communication. [2-0-3] Prerequisite: Fourth-year standing. Not eligible for Credit/D/Fail grading.",Ocean Conservation and Sustainability
biol-421,BIOL 421,"Biology and physiology of selected plant-microbe relationships. Impacts of plant-microbe relationships on society. [3-0-2] Prerequisite: BIOL 200 and one of BIOC 202, BIOC 203, BIOL 201, BIOL 233, BIOL 234, BIOL 260. Equivalency: APBI 426",Plant-Microbe Interactions
biol-423,BIOL 423,Molecular mechanisms of plant responses to extreme environments. [3-0-0] Prerequisite: BIOL 351. BIOL 406 or 407 are recommended.,Plant Stress Ecophysiology
biol-424,BIOL 424,"Ecology, function, history and conservation of tropical systems. Focus on ecological and evolutionary principles using tropical landscapes as a geographic template. Assessment of factors that make tropical systems vulnerable to degradation. Research project development using analysis of tropical ecology literature. [2-0-2] Prerequisite: BIOL 121 and one of BIOL 230, FRST 201, GEOS 207, GEOB 207.",Tropical Ecology and Conservation
biol-425,BIOL 425,"An analytical approach to the study of skeletal mechanics and animal locomotion. Selected topics in the structure and properties of biological materials, the functional design of skeletons for locomotion, and the fluid mechanics of swimming and flight. [2-3-0] Prerequisite: BIOL 325",Biomechanics
biol-426,BIOL 426,"Natural history, behavioral ecology and conservation of terrestrial mammals. The laboratory includes classification, life histories, and ecology, with particular attention to species from British Columbia. [2-3-0] Prerequisite: BIOL 204",Mammalogy
biol-427,BIOL 427,"Ecology, evolution, behavior, and conservation of birds, amphibians, and reptiles. Laboratories and field projects will focus on identification, systematics, and natural history, with particular attention to species from British Columbia. [2-3-0] Prerequisite: BIOL 121.",Ornithology and Herpetology
biol-428,BIOL 428,"Comparative analysis of marine invertebrate morphology from a macroevolutionary perspective. Origin and evolution of reoccurring adaptations in meiofaunal, benthic, pelagic, and deep-sea invertebrates, including their larval stages. [3-0-0] Prerequisite: BIOL 205 And third-year standing.",Evolutionary Morphology of Marine Invertebrates
biol-430,BIOL 430,"Integration of molecular genetics and genomics with evolutionary biology. Emphasis on the evolutionary dynamics of genomes and the evolutionary implications of recent discoveries in molecular genetics and genomics. [3-0-0] Prerequisite: One of BIOL 335, BIOL 336, BIOL 338.",Genome Evolution
biol-431,BIOL 431,"Ultrastructure, biogenesis, and evolution of eukaryotic cells and cell organelles, including their macromolecular basis. [3-0-0] Prerequisite: BIOL 200 And fourth-year standing.",Evolutionary Cell Biology
biol-432,BIOL 432,"Major physiological mechanisms that define eukaryotic cells, explored through student visits to UBC research laboratories and discussion of recent scientific literature, with emphasis on the techniques and strategies that enable researchers to test hypotheses and advance new concepts. [3-0-0] Prerequisite: BIOL 200 and one of BIOL 233, BIOL 234. And fourth-year standing.",Research Strategies and Techniques in Cell Biology
biol-433,BIOL 433,Emphasis on molecular aspects. Systems and techniques for genetic analysis in plants; isolation and regulation of plant genes; genetic dissection of plant-specific processes; transposable elements; gene transfer in plants; cytoplasmic inheritance; genetic engineering. [3-0-0] Prerequisite: BIOL 335,Plant Genetics
biol-434,BIOL 434,"Theoretical and experimental aspects of population and quantitative genetics. [3-0-2] Prerequisite: BIOL 336 and either (a) BIOL 200 and one of BIOL 233, BIOL 234; or (b) FRST 302.",Population Genetics
biol-436,BIOL 436,"Global transcript, protein, and metabolite profiling technologies and their integration; applications focus on plant functions and plant interactions with pathogens and pests. [3-0-0] Prerequisite: One of BIOL 335, BIOL 338. Equivalency: FNH 436",Integrated Functional Genomics
biol-437,BIOL 437,"The use of recombinant DNA techniques to explore problems in animal developmental biology. [2-4-0] Prerequisite: All of BIOL 331, BIOL 335 and one of BIOL 201, BIOC 202, BIOC 203.",Laboratory in Animal Cell Molecular Biology
biol-438,BIOL 438,"Animal systems viewed from a physicist's perspective. Topics include sensory systems, energy budgets, locomotion, internal flows, physical advantages of grouping. [3-0-0] Prerequisite: One of PHYS 101, PHYS 106, PHYS 107, PHYS 117, PHYS 131, PHYS 157, SCIE 001. BIOL 325 is recommended. Equivalency: PHYS 438",Zoological Physics
biol-439,BIOL 439,"Microscopy techniques used in biological research. Principles, applications and hands-on training of optical and electron microscopy. [2-4-0] Prerequisite: BIOL 200. Corequisite: One of BIOL 448, BIOL 449. and Fourth year standing. Not eligible for Credit/D/Fail grading.",Advanced Microscopy Techniques
biol-440,BIOL 440,"Concepts, principles, applications, and recent discoveries in genome structure, genetics, and comparative genomics in plants with a focus on economically important plants. [3-0-0] Corequisite: One of BIOL 335, BIOL 338. Equivalency: APBI 440",Plant Genomics
biol-441,BIOL 441,"Analysis of cellular organelles and the intracellular traffic between them, concentrating on mammalian cell systems. [3-0-0] Prerequisite: One of BIOL 340, BIOL 341 and one of BIOL 361, BIOL 362, BIOL 370, BIOL 371.",Advanced Topics in Cell Biology
biol-445,BIOL 445,"A series of computer-assisted lectures using ichthyology and the work of Charles Darwin to illustrate basic principles of biology, and their practical implementation, i.e., how biologists select research programs, generate and test hypotheses, and present their case to peers and the public. [2-0-2] Prerequisite: Third-year standing in Science is required.",Darwin's Fishes
biol-446,BIOL 446,"The nature of science, this history of evolutionary and molecular biology, philosophical questions about scientific methods and fundamental conclusions of biology. [3-0-0] Prerequisite: Fourth-year standing in any degree program is required.",History and Philosophy of Biology
biol-447,BIOL 447,"Seminars, debates, workshops and tutorials designed to produce competence in specific areas of Biology. Restricted to Honours students in Biology. [2-3-0] Corequisite: BIOL 449",Principles and Methodology in Biological Research
biol-448,BIOL 448,A course designed to allow students to undertake an investigation on a specific topic as agreed upon by the faculty member and the student. Permission of the supervisor required. No more than six credits of BIOL 448 may be taken with the same supervisor. The credit value for this course will be determined in consultation with the student prior to the registration.,Directed Studies in Biology
biol-449,BIOL 449,"A course designed to allow students to undertake a research project in selected fields. Open only to Honours students in Biology, with permission of the supervisor. Presentation of a thesis and an oral examination are required. Corequisite: BIOL 447",Directed Biological Research
biol-450,BIOL 450,"Physiological, biochemical, and molecular strategies of adaptation of animals to environmental challenges. The evolution of genetic and biochemical systems, and their impact on animal structure and function. [3-0-0] Prerequisite: One of APBI 311, BIOL 361, BIOL 362, BIOL 364, BIOL 370, BIOL 371 and one of BIOL 201, BIOC 202, BIOC 203. BIOL 457 is recommended.",Molecular Adaptation of Animals to the Environment
biol-451,BIOL 451,"Advanced investigations of the evolution of animal nervous systems, integrating studies of diverse species to understand fundamental neurobiology. [3-0-0] Prerequisite: One of BIOL 371, BIOL 372, CAPS 301, PSYC 304, PSYC 367, PSYC 370.",Comparative Neurobiology
biol-453,BIOL 453,"Physiological adaptations used by insects, including adaptations used to survive in extreme environments. Homeostatic mechanisms, neurophysiology, and experimental techniques. [3-3-0]. Prerequisite: One of BIOL 204, BIOL 205, BIOL 327, APBI 327 and one of BIOL 361, BIOL 364, BIOL 370, BIOL 371, APBI 311.",Insect Physiology
biol-454,BIOL 454,"Selected topics in physiology emphasizing comparisons between diverse phylogenetic groups of animals. [3-0-0] Prerequisite: One of APBI 311, BIOL 362, BIOL 364.",Comparative Animal Physiology
biol-455,BIOL 455,"Current approaches in neurobiology, from the cellular to the behavioural level, are examined using representatives of vertebrate and invertebrate nervous systems. [3-0-2*] Prerequisite: One of BIOL 361, BIOL 362, BIOL 364, CAPS 301, PSYC 360.",Comparative Neurobiology
biol-456,BIOL 456,"A comparative study of vertebrate and invertebrate endocrinology. [3-0-0] Prerequisite: One of APBI 311, BIOL 364.",Comparative and Molecular Endocrinology
biol-457,BIOL 457,"A survey of physiological adaptions of animals to different environments. [3-0-0] Prerequisite: One of APBI 311, BIOL 364.",Comparative Environmental Physiology
biol-458,BIOL 458,"Cellular, molecular and physiological aspects of nervous system development with applications to understanding adult nervous system function and neurological disorders. [3-0-0]",Developmental Neurobiology
biol-459,BIOL 459,"Analysis of the mechanisms of sensory processing and motor orchestration using vertebrate and invertebrate model systems. Neural circuit structure, specialization, information coding, integration, and behaviour. [3-0-0] Prerequisite: One of BIOL 372, CAPS 301, PSYC 304, PSYC 367, PSYC 370.",Neurobiology of Sensory and Motor Systems
